Emissão;CTRC;Cliente;Peso;Remetente;C. Pedido;Destinatário;Valor Nota;CFOP;CST;Frete Valor;BC ST;Alíquota ICMSST;ICMS ST
16/03/2026;114683;ITAMBE COMERCIO E DISTRIBUICAO - BA;356.9600;ITAMBE COMERCIO E DISTRIBUICAO - BA;53356208;MERCANTIL RODRIGUES COMERCIAL LTDA;4079.64;6352;060 - ICMS cobrado por substituição tributária;39010;44330;1200;5320
16/03/2026;114684;ITAMBE COMERCIO E DISTRIBUICAO - BA;354.2500;ITAMBE COMERCIO E DISTRIBUICAO - BA;53356208;ATACADAO SA;4665.24;6352;060 - ICMS cobrado por substituição tributária;38717;43997;1200;5280
16/03/2026;114685;LACTALIS COMERCIO E DISTRIBUICAO - BA;648.9200;LACTALIS COMERCIO E DISTRIBUICAO - BA;53356212;SENDAS DISTRIBUIDORA SA;8075.56;6352;060 - ICMS cobrado por substituição tributária;85750;97443;1200;11693
16/03/2026;114686;LACTALIS COMERCIO E DISTRIBUICAO - BA;816.8400;LACTALIS COMERCIO E DISTRIBUICAO - BA;53356212;ATAKAREJO DIST DE ALIM E BEB SA;9308.71;6352;060 - ICMS cobrado por substituição tributária;1.079,40;1.226,59;1200;14719
16/03/2026;114687;LACTALIS COMERCIO E DISTRIBUICAO - BA;614.9200;LACTALIS COMERCIO E DISTRIBUICAO - BA;53356212;ATAKAREJO DIST DE ALIM E BEB SA;8014.01;6352;060 - ICMS cobrado por substituição tributária;81255;92335;1200;11080
16/03/2026;114688;LACTALIS COMERCIO E DISTRIBUICAO - BA;886.8900;LACTALIS COMERCIO E DISTRIBUICAO - BA;53356212;ATAKAREJO DIST DE ALIM E BEB SA ATAKAREJO;10424.18;6352;060 - ICMS cobrado por substituição tributária;1.171,95;1.331,76;1200;15981
16/03/2026;114689;LACTALIS COMERCIO E DISTRIBUICAO - BA;2229.2500;LACTALIS COMERCIO E DISTRIBUICAO - BA;53356207;SENDAS DISTRIBUIDORA SA;25808.40;6352;060 - ICMS cobrado por substituição tributária;2.179,49;2.476,69;1200;29720
16/03/2026;114690;LACTALIS COMERCIO E DISTRIBUICAO - BA;1324.0500;LACTALIS COMERCIO E DISTRIBUICAO - BA;53356207;ATAKAREJO DIST DE ALIM E BEB SA ATAKAREJO;14223.42;6352;060 - ICMS cobrado por substituição tributária;1.294,49;1.471,01;1200;17652
19/03/2026;114916;ITAMBE COMERCIO E DISTRIBUICAO - BA;356.9600;ITAMBE COMERCIO E DISTRIBUICAO - BA;Descarga;MERCANTIL RODRIGUES COMERCIAL LTDA;4079.64;6352;060 - ICMS cobrado por substituição tributária;6261;7115;1200;854
19/03/2026;114918;LACTALIS COMERCIO E DISTRIBUICAO - BA;886.8900;LACTALIS COMERCIO E DISTRIBUICAO - BA;DESPESAS ADICIONAIS;ATAKAREJO DIST DE ALIM E BEB SA ATAKAREJO;10424.18;6352;060 - ICMS cobrado por substituição tributária;1.796,44;2.041,41;1200;24497
23/03/2026;114999;LACTALIS COMERCIO E DISTRIBUICAO - BA;1524.0400;LACTALIS COMERCIO E DISTRIBUICAO - BA;53372802;MATEUS SUPERMERCADOS SA;15953.68;6352;060 - ICMS cobrado por substituição tributária;2.163,92;2.459,00;1200;29508
23/03/2026;115000;LACTALIS COMERCIO E DISTRIBUICAO - BA;362.8600;LACTALIS COMERCIO E DISTRIBUICAO - BA;53372802;WMS SUPERMERCADOS DO BRASIL LTDA;11167.04;6352;060 - ICMS cobrado por substituição tributária;51519;58544;1200;7025
23/03/2026;115001;ITAMBE COMERCIO E DISTRIBUICAO - BA;395.4400;ITAMBE COMERCIO E DISTRIBUICAO - BA;53372802;MATEUS SUPERMERCADOS SA;5810.10;6352;060 - ICMS cobrado por substituição tributária;56148;63805;1200;7657
23/03/2026;115002;ITAMBE COMERCIO E DISTRIBUICAO - BA;164.4300;ITAMBE COMERCIO E DISTRIBUICAO - BA;53372802;WMS SUPERMERCADOS DO BRASIL LTDA;2010.15;6352;060 - ICMS cobrado por substituição tributária;23347;26531;1200;3184
23/03/2026;115003;LACTALIS COMERCIO E DISTRIBUICAO - BA;576.4700;LACTALIS COMERCIO E DISTRIBUICAO - BA;53372800;ATACADAO SA;11235.20;6352;060 - ICMS cobrado por substituição tributária;71267;80985;1200;9718
23/03/2026;115004;LACTALIS COMERCIO E DISTRIBUICAO - BA;1410.4200;LACTALIS COMERCIO E DISTRIBUICAO - BA;53372800;SENDAS DISTRIBUIDORA SA;13667.48;6352;060 - ICMS cobrado por substituição tributária;1.743,58;1.981,34;1200;23776
23/03/2026;115005;ITAMBE COMERCIO E DISTRIBUICAO - BA;280.6500;ITAMBE COMERCIO E DISTRIBUICAO - BA;53372800;ATACADAO SA;3580.44;6352;060 - ICMS cobrado por substituição tributária;34694;39425;1200;4731
23/03/2026;115006;ITAMBE COMERCIO E DISTRIBUICAO - BA;542.7100;ITAMBE COMERCIO E DISTRIBUICAO - BA;53372800;SENDAS DISTRIBUIDORA SA;5636.66;6352;060 - ICMS cobrado por substituição tributária;67090;76239;1200;9149
23/03/2026;115007;LACTALIS COMERCIO E DISTRIBUICAO - BA;520.1100;LACTALIS COMERCIO E DISTRIBUICAO - BA;53372797;SENDAS DISTRIBUIDORA SA;6199.56;6352;060 - ICMS cobrado por substituição tributária;53418;60702;1200;7284
23/03/2026;115008;LACTALIS COMERCIO E DISTRIBUICAO - BA;329.7100;LACTALIS COMERCIO E DISTRIBUICAO - BA;53372797;MATEUS SUPERMERCADOS SA;3629.32;6352;060 - ICMS cobrado por substituição tributária;33862;38480;1200;4618
23/03/2026;115009;LACTALIS COMERCIO E DISTRIBUICAO - BA;94.1000;LACTALIS COMERCIO E DISTRIBUICAO - BA;53372797;ATAKAREJO DIST DE ALIM E BEB SA;916.14;6352;060 - ICMS cobrado por substituição tributária;9665;10983;1200;1318
23/03/2026;115010;LACTALIS COMERCIO E DISTRIBUICAO - BA;311.5200;LACTALIS COMERCIO E DISTRIBUICAO - BA;53372797;ATAKAREJO DIST DE ALIM E BEB SA;2890.38;6352;060 - ICMS cobrado por substituição tributária;31992;36355;1200;4363
23/03/2026;115011;LACTALIS COMERCIO E DISTRIBUICAO - BA;608.5500;LACTALIS COMERCIO E DISTRIBUICAO - BA;53372797;ATAKAREJO DIST DE ALIM E BEB SA ATAKAREJO;8137.75;6352;060 - ICMS cobrado por substituição tributária;62497;71019;1200;8522
23/03/2026;115012;ITAMBE COMERCIO E DISTRIBUICAO - BA;183.6300;ITAMBE COMERCIO E DISTRIBUICAO - BA;53372797;SENDAS DISTRIBUIDORA SA;2110.64;6352;060 - ICMS cobrado por substituição tributária;18857;21428;1200;2571
23/03/2026;115013;ITAMBE COMERCIO E DISTRIBUICAO - BA;539.3300;ITAMBE COMERCIO E DISTRIBUICAO - BA;53372797;ATAKAREJO DIST DE ALIM E BEB SA;6912.82;6352;060 - ICMS cobrado por substituição tributária;55390;62943;1200;7553
23/03/2026;115014;ITAMBE COMERCIO E DISTRIBUICAO - BA;1231.2100;ITAMBE COMERCIO E DISTRIBUICAO - BA;53372797;ATAKAREJO DIST DE ALIM E BEB SA ATAKAREJO;15176.00;6352;060 - ICMS cobrado por substituição tributária;1.264,46;1.436,89;1200;17243
23/03/2026;115015;LACTALIS COMERCIO E DISTRIBUICAO - BA;1355.1600;LACTALIS COMERCIO E DISTRIBUICAO - BA;53372798;SENDAS DISTRIBUIDORA SA;13938.38;6352;060 - ICMS cobrado por substituição tributária;1.314,55;1.493,81;1200;17926
23/03/2026;115016;LACTALIS COMERCIO E DISTRIBUICAO - BA;756.5100;LACTALIS COMERCIO E DISTRIBUICAO - BA;53372798;MATEUS SUPERMERCADOS SA;9623.16;6352;060 - ICMS cobrado por substituição tributária;73384;83391;1200;10007
23/03/2026;115017;ITAMBE COMERCIO E DISTRIBUICAO - BA;545.3900;ITAMBE COMERCIO E DISTRIBUICAO - BA;53372798;SENDAS DISTRIBUIDORA SA;5461.00;6352;060 - ICMS cobrado por substituição tributária;52905;60119;1200;7214
23/03/2026;115018;ITAMBE COMERCIO E DISTRIBUICAO - BA;924.3800;ITAMBE COMERCIO E DISTRIBUICAO - BA;53372798;MATEUS SUPERMERCADOS SA;12266.16;6352;060 - ICMS cobrado por substituição tributária;89667;1.018,94;1200;12227
23/03/2026;115024;LACTALIS COMERCIO E DISTRIBUICAO - BA;1058.9000;LACTALIS COMERCIO E DISTRIBUICAO - BA;53372801;SENDAS DISTRIBUIDORA SA;12423.82;6352;060 - ICMS cobrado por substituição tributária;1.465,09;1.664,88;1200;19979
23/03/2026;115025;LACTALIS COMERCIO E DISTRIBUICAO - BA;960.8800;LACTALIS COMERCIO E DISTRIBUICAO - BA;53372801;ATAKAREJO DIST DE ALIM E BEB SA;10638.52;6352;060 - ICMS cobrado por substituição tributária;1.329,50;1.510,80;1200;18130
23/03/2026;115026;ITAMBE COMERCIO E DISTRIBUICAO - BA;491.0900;ITAMBE COMERCIO E DISTRIBUICAO - BA;53372801;SENDAS DISTRIBUIDORA SA;4955.00;6352;060 - ICMS cobrado por substituição tributária;67949;77215;1200;9266
23/03/2026;115027;LACTALIS COMERCIO E DISTRIBUICAO - BA;468.8600;LACTALIS COMERCIO E DISTRIBUICAO - BA;53372799;ATACADAO SA;13095.24;6352;060 - ICMS cobrado por substituição tributária;46990;53398;1200;6408
23/03/2026;115028;LACTALIS COMERCIO E DISTRIBUICAO - BA;1406.6800;LACTALIS COMERCIO E DISTRIBUICAO - BA;53372799;SENDAS DISTRIBUIDORA SA;21369.56;6352;060 - ICMS cobrado por substituição tributária;1.409,75;1.601,99;1200;19224
23/03/2026;115029;LACTALIS COMERCIO E DISTRIBUICAO - BA;775.4000;LACTALIS COMERCIO E DISTRIBUICAO - BA;53372799;ATAKAREJO DIST DE ALIM E BEB SA ATAKAREJO;8729.66;6352;060 - ICMS cobrado por substituição tributária;77711;88308;1200;10597
23/03/2026;115030;ITAMBE COMERCIO E DISTRIBUICAO - BA;224.8900;ITAMBE COMERCIO E DISTRIBUICAO - BA;53372799;ATACADAO SA;2569.89;6352;060 - ICMS cobrado por substituição tributária;22539;25613;1200;3074
23/03/2026;115031;ITAMBE COMERCIO E DISTRIBUICAO - BA;590.7100;ITAMBE COMERCIO E DISTRIBUICAO - BA;53372799;SENDAS DISTRIBUIDORA SA;6147.44;6352;060 - ICMS cobrado por substituição tributária;59202;67275;1200;8073
25/03/2026;115204;LACTALIS COMERCIO E DISTRIBUICAO - BA;345.7700;LACTALIS COMERCIO E DISTRIBUICAO - BA;53300914;SENDAS DISTRIBUIDORA SA;7408.35;6352;060 - ICMS cobrado por substituição tributária;42816;48655;1200;5839
27/03/2026;115298;ITAMBE COMERCIO E DISTRIBUICAO - BA;1231.2100;ITAMBE COMERCIO E DISTRIBUICAO - BA;DESPESAS ADICIONAIS;ATAKAREJO DIST DE ALIM E BEB SA ATAKAREJO;15176.00;6352;060 - ICMS cobrado por substituição tributária;1.271,65;1.445,06;1200;17341
27/03/2026;115300;LACTALIS COMERCIO E DISTRIBUICAO - BA;608.5500;LACTALIS COMERCIO E DISTRIBUICAO - BA;DESPESAS ADICIONAIS;ATAKAREJO DIST DE ALIM E BEB SA ATAKAREJO;8137.75;6352;060 - ICMS cobrado por substituição tributária;4.041,32;4.592,41;1200;55109
30/03/2026;115313;LACTALIS COMERCIO E DISTRIBUICAO - BA;786.1500;LACTALIS COMERCIO E DISTRIBUICAO - BA;53389905;SENDAS DISTRIBUIDORA SA;9298.10;6352;060 - ICMS cobrado por substituição tributária;1.000,36;1.136,77;1200;13641
30/03/2026;115314;LACTALIS COMERCIO E DISTRIBUICAO - BA;82.5400;LACTALIS COMERCIO E DISTRIBUICAO - BA;53389905;MATEUS SUPERMERCADOS SA;1327.68;6352;060 - ICMS cobrado por substituição tributária;10503;11935;1200;1432
30/03/2026;115315;LACTALIS COMERCIO E DISTRIBUICAO - BA;336.6400;LACTALIS COMERCIO E DISTRIBUICAO - BA;53389905;ATAKAREJO DIST DE ALIM E BEB SA;4203.06;6352;060 - ICMS cobrado por substituição tributária;42839;48681;1200;5842
30/03/2026;115316;LACTALIS COMERCIO E DISTRIBUICAO - BA;964.8200;LACTALIS COMERCIO E DISTRIBUICAO - BA;53389905;ATAKAREJO DIST DE ALIM E BEB SA ATAKAREJO;11085.68;6352;060 - ICMS cobrado por substituição tributária;1.227,71;1.395,13;1200;16742
30/03/2026;115317;ITAMBE COMERCIO E DISTRIBUICAO - BA;284.5000;ITAMBE COMERCIO E DISTRIBUICAO - BA;53389905;MATEUS SUPERMERCADOS SA;3173.28;6352;060 - ICMS cobrado por substituição tributária;36201;41138;1200;4937
30/03/2026;115318;ITAMBE COMERCIO E DISTRIBUICAO - BA;71.8000;ITAMBE COMERCIO E DISTRIBUICAO - BA;53389905;ATAKAREJO DIST DE ALIM E BEB SA;1121.45;6352;060 - ICMS cobrado por substituição tributária;9137;10383;1200;1246
30/03/2026;115319;ITAMBE COMERCIO E DISTRIBUICAO - BA;555.2000;ITAMBE COMERCIO E DISTRIBUICAO - BA;53389905;ATAKAREJO DIST DE ALIM E BEB SA ATAKAREJO;6189.50;6352;060 - ICMS cobrado por substituição tributária;70647;80281;1200;9634
30/03/2026;115320;LACTALIS COMERCIO E DISTRIBUICAO - BA;821.2800;LACTALIS COMERCIO E DISTRIBUICAO - BA;53389908;MATEUS SUPERMERCADOS SA;8543.44;6352;060 - ICMS cobrado por substituição tributária;99854;1.134,70;1200;13616
30/03/2026;115321;LACTALIS COMERCIO E DISTRIBUICAO - BA;943.1800;LACTALIS COMERCIO E DISTRIBUICAO - BA;53389908;WMS SUPERMERCADOS DO BRASIL LTDA;8874.44;6352;060 - ICMS cobrado por substituição tributária;1.146,74;1.303,11;1200;15637
30/03/2026;115322;ITAMBE COMERCIO E DISTRIBUICAO - BA;489.5700;ITAMBE COMERCIO E DISTRIBUICAO - BA;53389908;MATEUS SUPERMERCADOS SA;7055.60;6352;060 - ICMS cobrado por substituição tributária;59524;67641;1200;8117
30/03/2026;115323;ITAMBE COMERCIO E DISTRIBUICAO - BA;603.3300;ITAMBE COMERCIO E DISTRIBUICAO - BA;53389908;WMS SUPERMERCADOS DO BRASIL LTDA;5919.92;6352;060 - ICMS cobrado por substituição tributária;73355;83358;1200;10003
30/03/2026;115333;LACTALIS COMERCIO E DISTRIBUICAO - BA;1336.9500;LACTALIS COMERCIO E DISTRIBUICAO - BA;53389906;ATAKAREJO DIST DE ALIM E BEB SA;13169.88;6352;060 - ICMS cobrado por substituição tributária;1.440,96;1.637,45;1200;19649
30/03/2026;115334;ITAMBE COMERCIO E DISTRIBUICAO - BA;1886.4000;ITAMBE COMERCIO E DISTRIBUICAO - BA;53389906;ATAKAREJO DIST DE ALIM E BEB SA;24089.28;6352;060 - ICMS cobrado por substituição tributária;2.033,05;2.310,28;1200;27723
30/03/2026;115336;LACTALIS COMERCIO E DISTRIBUICAO - BA;1231.9900;LACTALIS COMERCIO E DISTRIBUICAO - BA;53389907;SENDAS DISTRIBUIDORA SA;17737.24;6352;060 - ICMS cobrado por substituição tributária;1.397,79;1.588,40;1200;19061
30/03/2026;115337;LACTALIS COMERCIO E DISTRIBUICAO - BA;1830.0200;LACTALIS COMERCIO E DISTRIBUICAO - BA;53389907;SENDAS DISTRIBUIDORA SA;21025.28;6352;060 - ICMS cobrado por substituição tributária;2.076,29;2.359,42;1200;28313
;;;;;;;;;;300.256,59;;;40.944,16
