Emissão;CTRC;Cliente;Peso;Remetente;C. Pedido;Destinatário;Valor Nota;CFOP;CST;Frete Valor;BC ST;Alíquota ICMSST;ICMS ST
23/02/2026;113582;ITAMBE COMERCIO E DISTRIBUICAO - BA;206.3800;ITAMBE COMERCIO E DISTRIBUICAO - BA;53300917;SENDAS DISTRIBUIDORA SA;2376.18;6352;060 - ICMS cobrado por substituição tributária;25119;28544;1200;3425
23/02/2026;113583;ITAMBE COMERCIO E DISTRIBUICAO - BA;247.1600;ITAMBE COMERCIO E DISTRIBUICAO - BA;53300917;SENDAS DISTRIBUIDORA SA;2714.42;6352;060 - ICMS cobrado por substituição tributária;30083;34185;1200;4102
23/02/2026;113584;ITAMBE COMERCIO E DISTRIBUICAO - BA;307.7400;ITAMBE COMERCIO E DISTRIBUICAO - BA;53300917;ATAKAREJO DIST DE ALIM E BEB SA ATAKAREJO;3105.90;6352;060 - ICMS cobrado por substituição tributária;37457;42565;1200;5108
23/02/2026;113595;LACTALIS COMERCIO E DISTRIBUICAO - BA;477.9100;LACTALIS COMERCIO E DISTRIBUICAO - BA;53300912;ATACADAO SA;4065.84;6352;060 - ICMS cobrado por substituição tributária;47822;54343;1200;6521
23/02/2026;113596;LACTALIS COMERCIO E DISTRIBUICAO - BA;1204.4700;LACTALIS COMERCIO E DISTRIBUICAO - BA;53300912;ATAKAREJO DIST DE ALIM E BEB SA;14959.58;6352;060 - ICMS cobrado por substituição tributária;1.205,25;1.369,60;1200;16435
23/02/2026;113597;ITAMBE COMERCIO E DISTRIBUICAO - BA;404.0300;ITAMBE COMERCIO E DISTRIBUICAO - BA;53300912;ATACADAO SA;4437.66;6352;060 - ICMS cobrado por substituição tributária;40430;45943;1200;5513
23/02/2026;113598;ITAMBE COMERCIO E DISTRIBUICAO - BA;570.5000;ITAMBE COMERCIO E DISTRIBUICAO - BA;53300912;SELMA PRADO FONTES COM DE ALIM LTDA;8744.88;6352;060 - ICMS cobrado por substituição tributária;57086;64870;1200;7784
23/02/2026;113599;ITAMBE COMERCIO E DISTRIBUICAO - BA;150.3000;ITAMBE COMERCIO E DISTRIBUICAO - BA;53300912;CASA DA BAVIERA LTDA;2608.80;6352;060 - ICMS cobrado por substituição tributária;15040;17091;1200;2051
23/02/2026;113600;ITAMBE COMERCIO E DISTRIBUICAO - BA;664.6100;ITAMBE COMERCIO E DISTRIBUICAO - BA;53300912;ATAKAREJO DIST DE ALIM E BEB SA;6774.89;6352;060 - ICMS cobrado por substituição tributária;66505;75574;1200;9069
23/02/2026;113602;LACTALIS COMERCIO E DISTRIBUICAO - BA;135.8700;LACTALIS COMERCIO E DISTRIBUICAO - BA;53300914;MATEUS SUPERMERCADOS SA;1137.66;6352;060 - ICMS cobrado por substituição tributária;16824;19118;1200;2294
23/02/2026;113603;LACTALIS COMERCIO E DISTRIBUICAO - BA;290.0600;LACTALIS COMERCIO E DISTRIBUICAO - BA;53300914;ATAKAREJO DIST DE ALIM E BEB SA;3073.85;6352;060 - ICMS cobrado por substituição tributária;35918;40816;1200;4898
23/02/2026;113604;LACTALIS COMERCIO E DISTRIBUICAO - BA;385.9400;LACTALIS COMERCIO E DISTRIBUICAO - BA;53300914;ATAKAREJO DIST DE ALIM E BEB SA;3400.47;6352;060 - ICMS cobrado por substituição tributária;47788;54305;1200;6517
23/02/2026;113605;LACTALIS COMERCIO E DISTRIBUICAO - BA;741.1800;LACTALIS COMERCIO E DISTRIBUICAO - BA;53300914;ATAKAREJO DIST DE ALIM E BEB SA ATAKAREJO;9379.76;6352;060 - ICMS cobrado por substituição tributária;91776;1.042,91;1200;12515
23/02/2026;113606;ITAMBE COMERCIO E DISTRIBUICAO - BA;100.7100;ITAMBE COMERCIO E DISTRIBUICAO - BA;53300914;SENDAS DISTRIBUIDORA SA;1304.84;6352;060 - ICMS cobrado por substituição tributária;12471;14172;1200;1701
23/02/2026;113607;ITAMBE COMERCIO E DISTRIBUICAO - BA;106.8800;ITAMBE COMERCIO E DISTRIBUICAO - BA;53300914;MATEUS SUPERMERCADOS SA;3176.36;6352;060 - ICMS cobrado por substituição tributária;13234;15039;1200;1805
23/02/2026;113608;ITAMBE COMERCIO E DISTRIBUICAO - BA;184.0700;ITAMBE COMERCIO E DISTRIBUICAO - BA;53300914;DISTRIBUIDORA TIO LUIZ LTDA;3732.74;6352;060 - ICMS cobrado por substituição tributária;22792;25900;1200;3108
23/02/2026;113609;ITAMBE COMERCIO E DISTRIBUICAO - BA;232.4000;ITAMBE COMERCIO E DISTRIBUICAO - BA;53300914;ATAKAREJO DIST DE ALIM E BEB SA;2623.39;6352;060 - ICMS cobrado por substituição tributária;28777;32701;1200;3924
23/02/2026;113610;ITAMBE COMERCIO E DISTRIBUICAO - BA;238.5000;ITAMBE COMERCIO E DISTRIBUICAO - BA;53300914;ATAKAREJO DIST DE ALIM E BEB SA;2737.33;6352;060 - ICMS cobrado por substituição tributária;29533;33560;1200;4027
23/02/2026;113611;ITAMBE COMERCIO E DISTRIBUICAO - BA;405.4300;ITAMBE COMERCIO E DISTRIBUICAO - BA;53300914;ATAKAREJO DIST DE ALIM E BEB SA ATAKAREJO;4590.99;6352;060 - ICMS cobrado por substituição tributária;50203;57049;1200;6846
23/02/2026;113612;LACTALIS COMERCIO E DISTRIBUICAO - BA;392.9200;LACTALIS COMERCIO E DISTRIBUICAO - BA;53300916;SENDAS DISTRIBUIDORA SA;9418.60;6352;060 - ICMS cobrado por substituição tributária;47644;54141;1200;6497
23/02/2026;113613;LACTALIS COMERCIO E DISTRIBUICAO - BA;431.4300;LACTALIS COMERCIO E DISTRIBUICAO - BA;53300916;WMS SUPERMERCADOS DO BRASIL LTDA;3935.56;6352;060 - ICMS cobrado por substituição tributária;52316;59450;1200;7134
23/02/2026;113614;LACTALIS COMERCIO E DISTRIBUICAO - BA;821.9800;LACTALIS COMERCIO E DISTRIBUICAO - BA;53300916;MATEUS SUPERMERCADOS SA;10831.92;6352;060 - ICMS cobrado por substituição tributária;99670;1.132,61;1200;13591
23/02/2026;113615;ITAMBE COMERCIO E DISTRIBUICAO - BA;78.5400;ITAMBE COMERCIO E DISTRIBUICAO - BA;53300916;SENDAS DISTRIBUIDORA SA;1017.12;6352;060 - ICMS cobrado por substituição tributária;9524;10823;1200;1299
23/02/2026;113616;ITAMBE COMERCIO E DISTRIBUICAO - BA;401.7700;ITAMBE COMERCIO E DISTRIBUICAO - BA;53300916;WMS SUPERMERCADOS DO BRASIL LTDA;4228.34;6352;060 - ICMS cobrado por substituição tributária;48717;55360;1200;6643
23/02/2026;113617;ITAMBE COMERCIO E DISTRIBUICAO - BA;738.3700;ITAMBE COMERCIO E DISTRIBUICAO - BA;53300916;MATEUS SUPERMERCADOS SA;11561.58;6352;060 - ICMS cobrado por substituição tributária;89532;1.017,41;1200;12209
23/02/2026;113620;LACTALIS COMERCIO E DISTRIBUICAO - BA;1403.2400;LACTALIS COMERCIO E DISTRIBUICAO - BA;53300915;SENDAS DISTRIBUIDORA SA;22829.23;6352;060 - ICMS cobrado por substituição tributária;1.671,46;1.899,39;1200;22793
23/02/2026;113621;LACTALIS COMERCIO E DISTRIBUICAO - BA;722.7800;LACTALIS COMERCIO E DISTRIBUICAO - BA;53300915;ATAKAREJO DIST DE ALIM E BEB SA;6998.27;6352;060 - ICMS cobrado por substituição tributária;86096;97836;1200;11740
23/02/2026;113622;ITAMBE COMERCIO E DISTRIBUICAO - BA;555.9100;ITAMBE COMERCIO E DISTRIBUICAO - BA;53300915;SENDAS DISTRIBUIDORA SA;6226.82;6352;060 - ICMS cobrado por substituição tributária;66216;75245;1200;9029
23/02/2026;113623;ITAMBE COMERCIO E DISTRIBUICAO - BA;234.6500;ITAMBE COMERCIO E DISTRIBUICAO - BA;53300915;ATAKAREJO DIST DE ALIM E BEB SA;2196.27;6352;060 - ICMS cobrado por substituição tributária;27951;31763;1200;3812
26/02/2026;113929;ITAMBE COMERCIO E DISTRIBUICAO - BA;251.4800;ITAMBE COMERCIO E DISTRIBUICAO - BA;DESCARGA;ATAKAREJO DIST DE ALIM E BEB SA;2421.60;6352;060 - ICMS cobrado por substituição tributária;23482;26684;1200;3202
26/02/2026;113931;LACTALIS COMERCIO E DISTRIBUICAO - BA;1374.2400;LACTALIS COMERCIO E DISTRIBUICAO - BA;DESPESAS ADICIONAIS;CENCOSUD BRASIL COMERCIAL LTDA CENCOSUD BRASIL COMERCIAL LTD;15162.54;6352;060 - ICMS cobrado por substituição tributária;1.843,72;2.095,14;1200;25142
27/02/2026;113988;ITAMBE COMERCIO E DISTRIBUICAO - BA;475.9800;ITAMBE COMERCIO E DISTRIBUICAO - BA;DESPESAS ADICIONAIS;ATAKAREJO DIST DE ALIM E BEB SA ATAKAREJO;6559.42;6352;060 - ICMS cobrado por substituição tributária;1.432,58;1.627,93;1200;19535
27/02/2026;113990;LACTALIS COMERCIO E DISTRIBUICAO - BA;1109.2200;LACTALIS COMERCIO E DISTRIBUICAO - BA;DESPESAS ADICIONAIS;ATAKAREJO DIST DE ALIM E BEB SA ATAKAREJO;13314.12;6352;060 - ICMS cobrado por substituição tributária;1.662,80;1.889,55;1200;22675
02/03/2026;114009;LACTALIS COMERCIO E DISTRIBUICAO - BA;679.2000;LACTALIS COMERCIO E DISTRIBUICAO - BA;53320105;SENDAS DISTRIBUIDORA SA;8578.54;6352;060 - ICMS cobrado por substituição tributária;88166;1.001,89;1200;12023
02/03/2026;114010;LACTALIS COMERCIO E DISTRIBUICAO - BA;403.5500;LACTALIS COMERCIO E DISTRIBUICAO - BA;53320105;MATEUS SUPERMERCADOS SA;3706.40;6352;060 - ICMS cobrado por substituição tributária;52386;59530;1200;7144
02/03/2026;114011;LACTALIS COMERCIO E DISTRIBUICAO - BA;489.8700;LACTALIS COMERCIO E DISTRIBUICAO - BA;53320105;ATAKAREJO DIST DE ALIM E BEB SA;5566.31;6352;060 - ICMS cobrado por substituição tributária;63588;72259;1200;8671
02/03/2026;114012;LACTALIS COMERCIO E DISTRIBUICAO - BA;700.6300;LACTALIS COMERCIO E DISTRIBUICAO - BA;53320105;ATAKAREJO DIST DE ALIM E BEB SA;9401.04;6352;060 - ICMS cobrado por substituição tributária;90947;1.033,49;1200;12402
02/03/2026;114013;ITAMBE COMERCIO E DISTRIBUICAO - BA;110.2200;ITAMBE COMERCIO E DISTRIBUICAO - BA;53320105;SENDAS DISTRIBUIDORA SA;1117.56;6352;060 - ICMS cobrado por substituição tributária;14309;16260;1200;1951
02/03/2026;114014;ITAMBE COMERCIO E DISTRIBUICAO - BA;154.1700;ITAMBE COMERCIO E DISTRIBUICAO - BA;53320105;MATEUS SUPERMERCADOS SA;2309.54;6352;060 - ICMS cobrado por substituição tributária;20012;22741;1200;2729
02/03/2026;114015;ITAMBE COMERCIO E DISTRIBUICAO - BA;134.5500;ITAMBE COMERCIO E DISTRIBUICAO - BA;53320105;ATAKAREJO DIST DE ALIM E BEB SA;1633.16;6352;060 - ICMS cobrado por substituição tributária;17466;19848;1200;2382
02/03/2026;114016;ITAMBE COMERCIO E DISTRIBUICAO - BA;348.6100;ITAMBE COMERCIO E DISTRIBUICAO - BA;53320105;ATAKAREJO DIST DE ALIM E BEB SA;3931.16;6352;060 - ICMS cobrado por substituição tributária;45254;51425;1200;6171
02/03/2026;114017;ITAMBE COMERCIO E DISTRIBUICAO - BA;1423.6600;ITAMBE COMERCIO E DISTRIBUICAO - BA;53319579;ATACADAO SA;38402.00;6352;060 - ICMS cobrado por substituição tributária;1.528,60;1.737,05;1200;20845
02/03/2026;114018;ITAMBE COMERCIO E DISTRIBUICAO - BA;711.8300;ITAMBE COMERCIO E DISTRIBUICAO - BA;53319579;ATACADAO SA;19201.00;6352;060 - ICMS cobrado por substituição tributária;76430;86852;1200;10422
02/03/2026;114019;ITAMBE COMERCIO E DISTRIBUICAO - BA;711.8300;ITAMBE COMERCIO E DISTRIBUICAO - BA;53319579;WMS SUPERMERCADOS DO BRASIL LTDA;19201.00;6352;060 - ICMS cobrado por substituição tributária;76430;86852;1200;10422
02/03/2026;114020;ITAMBE COMERCIO E DISTRIBUICAO - BA;1099.5800;ITAMBE COMERCIO E DISTRIBUICAO - BA;53320102;ATAKAREJO DIST DE ALIM E BEB SA ATAKAREJO;13492.32;6352;060 - ICMS cobrado por substituição tributária;1.186,22;1.347,98;1200;16176
02/03/2026;114021;ITAMBE COMERCIO E DISTRIBUICAO - BA;300.2400;ITAMBE COMERCIO E DISTRIBUICAO - BA;53320102;ATAKAREJO DIST DE ALIM E BEB SA;2845.52;6352;060 - ICMS cobrado por substituição tributária;32388;36805;1200;4417
02/03/2026;114022;LACTALIS COMERCIO E DISTRIBUICAO - BA;1266.4400;LACTALIS COMERCIO E DISTRIBUICAO - BA;53320102;ATAKAREJO DIST DE ALIM E BEB SA ATAKAREJO;18083.24;6352;060 - ICMS cobrado por substituição tributária;1.366,25;1.552,56;1200;18631
02/03/2026;114023;LACTALIS COMERCIO E DISTRIBUICAO - BA;554.0500;LACTALIS COMERCIO E DISTRIBUICAO - BA;53320102;ATAKAREJO DIST DE ALIM E BEB SA;7484.60;6352;060 - ICMS cobrado por substituição tributária;59771;67922;1200;8151
02/03/2026;114035;LACTALIS COMERCIO E DISTRIBUICAO - BA;1479.0400;LACTALIS COMERCIO E DISTRIBUICAO - BA;53320039;SENDAS DISTRIBUIDORA SA;21684.54;6352;060 - ICMS cobrado por substituição tributária;1.431,55;1.626,76;1200;19521
02/03/2026;114036;LACTALIS COMERCIO E DISTRIBUICAO - BA;232.8800;LACTALIS COMERCIO E DISTRIBUICAO - BA;53320039;ATACADAO SA;2327.92;6352;060 - ICMS cobrado por substituição tributária;22542;25616;1200;3074
02/03/2026;114037;LACTALIS COMERCIO E DISTRIBUICAO - BA;1219.4700;LACTALIS COMERCIO E DISTRIBUICAO - BA;53320039;SENDAS DISTRIBUIDORA SA;21350.08;6352;060 - ICMS cobrado por substituição tributária;1.180,31;1.341,26;1200;16095
02/03/2026;114038;ITAMBE COMERCIO E DISTRIBUICAO - BA;285.9500;ITAMBE COMERCIO E DISTRIBUICAO - BA;53320039;SENDAS DISTRIBUIDORA SA;2844.94;6352;060 - ICMS cobrado por substituição tributária;27675;31449;1200;3774
02/03/2026;114039;ITAMBE COMERCIO E DISTRIBUICAO - BA;173.6700;ITAMBE COMERCIO E DISTRIBUICAO - BA;53320039;ATACADAO SA;1848.56;6352;060 - ICMS cobrado por substituição tributária;16810;19102;1200;2292
02/03/2026;114040;ITAMBE COMERCIO E DISTRIBUICAO - BA;198.4100;ITAMBE COMERCIO E DISTRIBUICAO - BA;53320039;SENDAS DISTRIBUIDORA SA;1956.52;6352;060 - ICMS cobrado por substituição tributária;19204;21823;1200;2619
02/03/2026;114054;LACTALIS COMERCIO E DISTRIBUICAO - BA;193.6200;LACTALIS COMERCIO E DISTRIBUICAO - BA;53320103;WMS SUPERMERCADOS DO BRASIL LTDA;1898.52;6352;060 - ICMS cobrado por substituição tributária;21245;24142;1200;2897
02/03/2026;114055;LACTALIS COMERCIO E DISTRIBUICAO - BA;1594.4100;LACTALIS COMERCIO E DISTRIBUICAO - BA;53320103;ATAKAREJO DIST DE ALIM E BEB SA;29322.02;6352;060 - ICMS cobrado por substituição tributária;1.749,61;1.988,19;1200;23858
02/03/2026;114056;ITAMBE COMERCIO E DISTRIBUICAO - BA;191.3000;ITAMBE COMERCIO E DISTRIBUICAO - BA;53320103;WMS SUPERMERCADOS DO BRASIL LTDA;2075.48;6352;060 - ICMS cobrado por substituição tributária;20993;23856;1200;2863
02/03/2026;114057;ITAMBE COMERCIO E DISTRIBUICAO - BA;1186.6100;ITAMBE COMERCIO E DISTRIBUICAO - BA;53320103;ATAKAREJO DIST DE ALIM E BEB SA;17472.10;6352;060 - ICMS cobrado por substituição tributária;1.302,12;1.479,68;1200;17756
02/03/2026;114079;LACTALIS COMERCIO E DISTRIBUICAO - BA;937.1300;LACTALIS COMERCIO E DISTRIBUICAO - BA;53320101;SENDAS DISTRIBUIDORA SA;13655.18;6352;060 - ICMS cobrado por substituição tributária;93126;1.058,25;1200;12699
02/03/2026;114080;LACTALIS COMERCIO E DISTRIBUICAO - BA;604.3500;LACTALIS COMERCIO E DISTRIBUICAO - BA;53320101;ATAKAREJO DIST DE ALIM E BEB SA ATAKAREJO;8614.62;6352;060 - ICMS cobrado por substituição tributária;60058;68248;1200;8190
02/03/2026;114081;ITAMBE COMERCIO E DISTRIBUICAO - BA;203.3900;ITAMBE COMERCIO E DISTRIBUICAO - BA;53320101;MERCANTIL RODRIGUES COMERCIAL LTDA;2158.86;6352;060 - ICMS cobrado por substituição tributária;20214;22970;1200;2756
02/03/2026;114082;ITAMBE COMERCIO E DISTRIBUICAO - BA;199.9900;ITAMBE COMERCIO E DISTRIBUICAO - BA;53320101;SENDAS DISTRIBUIDORA SA;2009.78;6352;060 - ICMS cobrado por substituição tributária;19875;22585;1200;2710
02/03/2026;114083;ITAMBE COMERCIO E DISTRIBUICAO - BA;224.8600;ITAMBE COMERCIO E DISTRIBUICAO - BA;53320101;MATEUS SUPERMERCADOS SA;3701.64;6352;060 - ICMS cobrado por substituição tributária;22348;25395;1200;3047
02/03/2026;114084;ITAMBE COMERCIO E DISTRIBUICAO - BA;1326.1800;ITAMBE COMERCIO E DISTRIBUICAO - BA;53320101;ATAKAREJO DIST DE ALIM E BEB SA ATAKAREJO;13722.57;6352;060 - ICMS cobrado por substituição tributária;1.317,91;1.497,63;1200;17972
02/03/2026;114085;LACTALIS COMERCIO E DISTRIBUICAO - BA;1369.0200;LACTALIS COMERCIO E DISTRIBUICAO - BA;53320040;ATACADAO SA;13276.04;6352;060 - ICMS cobrado por substituição tributária;1.341,74;1.524,70;1200;18296
02/03/2026;114086;LACTALIS COMERCIO E DISTRIBUICAO - BA;1032.7900;LACTALIS COMERCIO E DISTRIBUICAO - BA;53320040;SENDAS DISTRIBUIDORA SA;14150.32;6352;060 - ICMS cobrado por substituição tributária;1.012,20;1.150,23;1200;13803
02/03/2026;114087;LACTALIS COMERCIO E DISTRIBUICAO - BA;701.8100;LACTALIS COMERCIO E DISTRIBUICAO - BA;53320040;MATEUS SUPERMERCADOS SA;7650.60;6352;060 - ICMS cobrado por substituição tributária;68784;78164;1200;9380
02/03/2026;114088;ITAMBE COMERCIO E DISTRIBUICAO - BA;125.2500;ITAMBE COMERCIO E DISTRIBUICAO - BA;53320040;ATACADAO SA;1407.76;6352;060 - ICMS cobrado por substituição tributária;12275;13949;1200;1674
02/03/2026;114089;ITAMBE COMERCIO E DISTRIBUICAO - BA;102.0900;ITAMBE COMERCIO E DISTRIBUICAO - BA;53320040;SENDAS DISTRIBUIDORA SA;1005.20;6352;060 - ICMS cobrado por substituição tributária;10006;11370;1200;1364
02/03/2026;114090;ITAMBE COMERCIO E DISTRIBUICAO - BA;213.7500;ITAMBE COMERCIO E DISTRIBUICAO - BA;53320040;MATEUS SUPERMERCADOS SA;2694.68;6352;060 - ICMS cobrado por substituição tributária;20951;23808;1200;2857
04/03/2026;114228;ITAMBE COMERCIO E DISTRIBUICAO - BA;1186.6100;ITAMBE COMERCIO E DISTRIBUICAO - BA;DESPESAS ADICIONAIS;ATAKAREJO DIST DE ALIM E BEB SA;17472.10;6352;060 - ICMS cobrado por substituição tributária;1.398,64;1.589,36;1200;19072
04/03/2026;114230;LACTALIS COMERCIO E DISTRIBUICAO - BA;1594.4100;LACTALIS COMERCIO E DISTRIBUICAO - BA;DESPESAS ADICIONAIS;ATAKAREJO DIST DE ALIM E BEB SA;29322.02;6352;060 - ICMS cobrado por substituição tributária;2.872,75;3.264,49;1200;39174
05/03/2026;114245;ITAMBE COMERCIO E DISTRIBUICAO - BA;1499.8300;ITAMBE COMERCIO E DISTRIBUICAO - BA;53319580;WMB SUPERMERCADOS DO BRASIL LTDA;27983.40;6352;060 - ICMS cobrado por substituição tributária;1.718,05;1.952,33;1200;23428
05/03/2026;114246;ITAMBE COMERCIO E DISTRIBUICAO - BA;1169.0300;ITAMBE COMERCIO E DISTRIBUICAO - BA;53319580;SLPPB ALIMENTACOES LTDA;16889.64;6352;060 - ICMS cobrado por substituição tributária;1.339,12;1.521,73;1200;18261
09/03/2026;114332;LACTALIS COMERCIO E DISTRIBUICAO - BA;792.9900;LACTALIS COMERCIO E DISTRIBUICAO - BA;53337981;ATACADAO SA;7620.88;6352;060 - ICMS cobrado por substituição tributária;86224;97982;1200;11758
09/03/2026;114333;LACTALIS COMERCIO E DISTRIBUICAO - BA;95.8900;LACTALIS COMERCIO E DISTRIBUICAO - BA;53337981;SENDAS DISTRIBUIDORA SA;3929.52;6352;060 - ICMS cobrado por substituição tributária;10426;11848;1200;1422
09/03/2026;114334;LACTALIS COMERCIO E DISTRIBUICAO - BA;663.7300;LACTALIS COMERCIO E DISTRIBUICAO - BA;53337981;MATEUS SUPERMERCADOS SA;6594.44;6352;060 - ICMS cobrado por substituição tributária;72168;82009;1200;9841
09/03/2026;114335;LACTALIS COMERCIO E DISTRIBUICAO - BA;1467.9800;LACTALIS COMERCIO E DISTRIBUICAO - BA;53337981;ATAKAREJO DIST DE ALIM E BEB SA ATAKAREJO;17081.82;6352;060 - ICMS cobrado por substituição tributária;1.596,18;1.813,84;1200;21766
09/03/2026;114336;ITAMBE COMERCIO E DISTRIBUICAO - BA;174.4600;ITAMBE COMERCIO E DISTRIBUICAO - BA;53337981;ATACADAO SA;1866.04;6352;060 - ICMS cobrado por substituição tributária;18969;21556;1200;2587
09/03/2026;114338;LACTALIS COMERCIO E DISTRIBUICAO - BA;744.8400;LACTALIS COMERCIO E DISTRIBUICAO - BA;53337984;SENDAS DISTRIBUIDORA SA;13572.05;6352;060 - ICMS cobrado por substituição tributária;94923;1.078,67;1200;12944
09/03/2026;114339;LACTALIS COMERCIO E DISTRIBUICAO - BA;394.6100;LACTALIS COMERCIO E DISTRIBUICAO - BA;53337984;ATACADAO SA;3727.36;6352;060 - ICMS cobrado por substituição tributária;50290;57148;1200;6858
09/03/2026;114340;LACTALIS COMERCIO E DISTRIBUICAO - BA;174.1300;LACTALIS COMERCIO E DISTRIBUICAO - BA;53337984;SENDAS DISTRIBUIDORA SA;10261.96;6352;060 - ICMS cobrado por substituição tributária;22191;25217;1200;3026
09/03/2026;114341;LACTALIS COMERCIO E DISTRIBUICAO - BA;1198.3500;LACTALIS COMERCIO E DISTRIBUICAO - BA;53337984;ATAKAREJO DIST DE ALIM E BEB SA;13427.72;6352;060 - ICMS cobrado por substituição tributária;1.527,20;1.735,45;1200;20825
09/03/2026;114342;ITAMBE COMERCIO E DISTRIBUICAO - BA;214.0600;ITAMBE COMERCIO E DISTRIBUICAO - BA;53337984;ATACADAO SA;2382.74;6352;060 - ICMS cobrado por substituição tributária;27280;31000;1200;3720
09/03/2026;114344;LACTALIS COMERCIO E DISTRIBUICAO - BA;317.0700;LACTALIS COMERCIO E DISTRIBUICAO - BA;53337982;SENDAS DISTRIBUIDORA SA;8504.84;6352;060 - ICMS cobrado por substituição tributária;35565;40415;1200;4850
09/03/2026;114345;LACTALIS COMERCIO E DISTRIBUICAO - BA;292.8900;LACTALIS COMERCIO E DISTRIBUICAO - BA;53337982;WMS SUPERMERCADOS DO BRASIL LTDA;2696.80;6352;060 - ICMS cobrado por substituição tributária;32851;37331;1200;4480
09/03/2026;114346;LACTALIS COMERCIO E DISTRIBUICAO - BA;1274.7700;LACTALIS COMERCIO E DISTRIBUICAO - BA;53337982;ATAKAREJO DIST DE ALIM E BEB SA;17327.96;6352;060 - ICMS cobrado por substituição tributária;1.429,84;1.624,82;1200;19498
09/03/2026;114347;LACTALIS COMERCIO E DISTRIBUICAO - BA;1031.0100;LACTALIS COMERCIO E DISTRIBUICAO - BA;53337982;MATEUS SUPERMERCADOS SA;11790.24;6352;060 - ICMS cobrado por substituição tributária;1.156,40;1.314,09;1200;15769
09/03/2026;114348;ITAMBE COMERCIO E DISTRIBUICAO - BA;181.5900;ITAMBE COMERCIO E DISTRIBUICAO - BA;53337982;WMS SUPERMERCADOS DO BRASIL LTDA;2116.94;6352;060 - ICMS cobrado por substituição tributária;20368;23145;1200;2777
09/03/2026;114349;LACTALIS COMERCIO E DISTRIBUICAO - BA;402.8700;LACTALIS COMERCIO E DISTRIBUICAO - BA;53337983;SENDAS DISTRIBUIDORA SA;7474.12;6352;060 - ICMS cobrado por substituição tributária;51115;58085;1200;6970
09/03/2026;114350;LACTALIS COMERCIO E DISTRIBUICAO - BA;616.0500;LACTALIS COMERCIO E DISTRIBUICAO - BA;53337983;MATEUS SUPERMERCADOS SA;6771.60;6352;060 - ICMS cobrado por substituição tributária;78165;88824;1200;10659
09/03/2026;114351;LACTALIS COMERCIO E DISTRIBUICAO - BA;619.8400;LACTALIS COMERCIO E DISTRIBUICAO - BA;53337983;ATAKAREJO DIST DE ALIM E BEB SA;7248.12;6352;060 - ICMS cobrado por substituição tributária;78643;89367;1200;10724
09/03/2026;114352;LACTALIS COMERCIO E DISTRIBUICAO - BA;287.0800;LACTALIS COMERCIO E DISTRIBUICAO - BA;53337983;ATAKAREJO DIST DE ALIM E BEB SA;4366.82;6352;060 - ICMS cobrado por substituição tributária;36425;41392;1200;4967
09/03/2026;114353;LACTALIS COMERCIO E DISTRIBUICAO - BA;1164.7500;LACTALIS COMERCIO E DISTRIBUICAO - BA;53337983;ATAKAREJO DIST DE ALIM E BEB SA ATAKAREJO;14736.18;6352;060 - ICMS cobrado por substituição tributária;1.477,79;1.679,31;1200;20152
11/03/2026;114501;ITAMBE COMERCIO E DISTRIBUICAO - BA;419.1900;ITAMBE COMERCIO E DISTRIBUICAO - BA;DIARIA FORA RAVEX;WMS SUPERMERCADOS DO BRASIL LTDA;4188.22;6352;060 - ICMS cobrado por substituição tributária;40393;45901;1200;5508
11/03/2026;114502;LACTALIS COMERCIO E DISTRIBUICAO - BA;586.9000;LACTALIS COMERCIO E DISTRIBUICAO - BA;DIARIA FORA RAVEX;SENDAS DISTRIBUIDORA SA;6545.42;6352;060 - ICMS cobrado por substituição tributária;40393;45901;1200;5508
13/03/2026;114669;ITAMBE COMERCIO E DISTRIBUICAO - BA;348.6100;ITAMBE COMERCIO E DISTRIBUICAO - BA;DESPESAS ADICIONAIS;ATAKAREJO DIST DE ALIM E BEB SA;3931.16;6352;060 - ICMS cobrado por substituição tributária;2.247,45;2.553,92;1200;30647
13/03/2026;114671;LACTALIS COMERCIO E DISTRIBUICAO - BA;1198.3500;LACTALIS COMERCIO E DISTRIBUICAO - BA;DESPESAS ADICIONAIS;ATAKAREJO DIST DE ALIM E BEB SA;13427.72;6352;060 - ICMS cobrado por substituição tributária;1.862,58;2.116,57;1200;25399
16/03/2026;114678;LACTALIS COMERCIO E DISTRIBUICAO - BA;1501.3500;LACTALIS COMERCIO E DISTRIBUICAO - BA;53356211;ATACADAO SA;13427.20;6352;060 - ICMS cobrado por substituição tributária;1.709,59;1.942,72;1200;23313
16/03/2026;114679;LACTALIS COMERCIO E DISTRIBUICAO - BA;1549.5400;LACTALIS COMERCIO E DISTRIBUICAO - BA;53356211;SENDAS DISTRIBUIDORA SA;18707.56;6352;060 - ICMS cobrado por substituição tributária;1.764,47;2.005,08;1200;24061
16/03/2026;114681;LACTALIS COMERCIO E DISTRIBUICAO - BA;880.4300;LACTALIS COMERCIO E DISTRIBUICAO - BA;53356208;ATACADAO SA;7951.52;6352;060 - ICMS cobrado por substituição tributária;96223;1.093,44;1200;13121
16/03/2026;114682;LACTALIS COMERCIO E DISTRIBUICAO - BA;1587.0800;LACTALIS COMERCIO E DISTRIBUICAO - BA;53356208;ATAKAREJO DIST DE ALIM E BEB SA;22806.12;6352;060 - ICMS cobrado por substituição tributária;1.734,60;1.971,14;1200;23654
